"sp","ba","Latin","n","prop_ba","prop_n","adj_ba","adj_n"
"ingama",6.91768099445267,"Inga marginata",1104,0.00437953521079377,0.00531487249601625,228.33473231027,188.151268115942
"ingami",0.0231880953761463,"Inga oerstediana",6,1.46802201854224e-05,2.8885176608784e-05,68118.8692927787,34619.8333333333
"ingape",0.925986005441918,"Inga pezizifera",159,0.000586235230966447,0.000765457180132776,1705.79990279915,1306.40880503145
"ingapu",0.492428155088769,"Inga punctata",47,0.000311752803537324,0.000226267216768808,3207.6696300833,4419.55319148936
"ingaqu",2.21327872799156,"Inga nobilis",540,0.00140121120478277,0.00259966589479056,713.668286826916,384.664814814815
"ingaru",0.178823380833148,"Inga ruiziana",7,0.000113211825393507,3.3699372710248e-05,8832.99952566045,29674.1428571429
"ingas1",2.42808276948628,"Inga acuminata",895,0.00153720213352049,0.00430870551081028,650.532534527391,232.088268156425
"ingasa",1.95786253286573,"Inga sapindoides",210,0.00123950900705819,0.00101098118130744,806.771063627334,989.138095238095
"ingasp",0.714955802122331,"Inga spectabilis",20,0.000452633492649772,9.62839220292799e-05,2209.29298480737,10385.95
"ingath",1.51038428546453,"Inga thibaudiana",287,0.000956213674109276,0.00138167428112017,1045.79136136231,723.759581881533
"ingaum",1.43433261050643,"Inga umbellifera",770,0.00090806589328707,0.00370693099812728,1101.24166912617,269.764935064935
"jac1co",43.0373422083728,"Jacaranda copaia",307,0.027246638827621,0.00147795820314945,36.701774715282,676.609120521173
"jac2sp",0.0142589036564807,"Jacaratia spinosa",5,9.02721167410728e-06,2.407098050732e-05,110776.177196365,41543.8
"laciag",1.3750806022634,"Lacistema aggregatum",1352,0.000870553863371454,0.00650879312917932,1148.69400053804,153.638313609467
"lacmpa",2.41585490548034,"Lacmellea panamensis",104,0.00152946075877226,0.000500676394552256,653.825208828978,1997.29807692308
"laetpr",1.1391705559237,"Laetia procera",33,0.000721200871327852,0.000158868471348312,1386.57625046796,6294.51515151515
"laetth",0.942433813779788,"Laetia thamnia",433,0.000596648222807766,0.00208454691193391,1676.02946220824,479.720554272517
"lafopu",0.221779162583845,"Lafoensia punicifolia",4,0.00014040682886869,1.9256784405856e-05,7122.16071011198,51929.75
"leandi",0.000365210145979813,"Leandra dichotoma",3,2.31211976230233e-07,1.4442588304392e-05,4325035.47741935,69239.6666666667
"licahy",0.43911768395184,"Licania hypoleuca",160,0.000278002318998443,0.00077027137623424,3597.09229621786,1298.24375
"licapl",0.913341880409383,"Moquilea platypus",240,0.000578230324288316,0.00115540706435136,1729.41466055208,865.495833333333
"lindla",1.36282367852542,"Lindackeria laurina",38,0.000862794091111134,0.000182939451855632,1159.02509104133,5466.28947368421
"loncla",5.00788797077951,"Lonchocarpus heptaphyllus",631,0.00317045867210804,0.00303775774002378,315.41177584097,329.190174326466
"lozapi",0.00223210158037555,"Lozania pittieri",1,1.41312782031467e-06,4.814196101464e-06,707650.069317382,207719
"luehse",17.8923063568046,"Luehea seemannii",197,0.0113274933832266,0.000948396631988407,88.2807842978541,1054.41116751269
"maclti",0.118847235483465,"Maclura tinctoria",1,7.5241349365882e-05,4.814196101464e-06,13290.5644094342,207719
"macrgl",1.57312503234937,"Macrocnemum roseum",89,0.000995934399935461,0.000428463453030296,1004.08219664348,2333.92134831461
"malmsp",0.772594602537743,"Mosannona garwoodii",540,0.000489124212029523,0.00259966589479056,2044.47045434676,384.664814814815
"malpro",0.00971851687388003,"Malpighia romeroana",41,6.15272471800625e-06,0.000197382040160024,162529.618312591,5066.31707317073
"maquco",4.40154802226606,"Maquira guianensis",1227,0.00278658911287931,0.00590701861649632,358.861661871178,169.290138549307
"mar1la",0.145440031897939,"Marila laxiflora",25,9.20770618458379e-05,0.0001203549025366,10860.468176909,8308.76
"margno",0.0482587901499562,"Margaritaria nobilis",2,3.05523008160574e-05,9.62839220292799e-06,32730.7591667345,103859.5
"maytsc",0.832858203615229,"Maytenus longipes",78,0.000527276674257793,0.000375507295914192,1896.5375273003,2663.0641025641
"micoaf",0.742471441378797,"Miconia affinis",443,0.000470053450446008,0.00213268887294855,2127.41763527351,468.89164785553
"micoar",2.04230461640341,"Miconia argentea",635,0.00129296869657302,0.00305701452442964,773.413929239335,327.116535433071
"micodo",0.00224309715466311,"Miconia dorsiloba",3,1.4200890411044e-06,1.4442588304392e-05,704181.196428571,69239.6666666667
"micoel",0.00669159235214626,"Miconia elata",9,4.23640008060557e-06,4.3327764913176e-05,236049.471478873,23079.8888888889
"micoho",0.289266070570097,"Miconia hondurensis",75,0.000183132315925755,0.0003610647076098,5460.53270251558,2769.58666666667
"micoim",0.00904700144417521,"Miconia impetiolaris",11,5.72759301977647e-06,5.2956157116104e-05,174593.410625922,18883.5454545455
"micone",0.109366694253095,"Miconia nervosa",409,6.92392853549677e-05,0.00196900620549877,14442.6678420108,507.870415647922
"micopr",0.0219487370743051,"Miconia prasina",4,1.38955911564088e-05,1.9256784405856e-05,71965.2722035354,51929.75
"mourmy",2.85313475772983,"Mouriri myrtilloides",7053,0.00180629955943871,0.0339545251036256,553.618027959184,29.4511555366511
"myrcga",0.0894356450605576,"Myrcia splendens tip. gatunensis",65,5.66210782134739e-05,0.00031292274659516,17661.2673504694,3195.67692307692
"myrofr",0.460852792725701,"Myrospermum frutescens",11,0.000291762663579508,5.2956157116104e-05,3427.44334635363,18883.5454545455
"nectci",1.39078620933686,"Nectandra cissiflora",172,0.000880496972809467,0.000828041729451808,1135.72224650498,1207.66860465116
"nectgl",0.993799639064144,"Nectandra lineata",218,0.000629167565726978,0.00104949475011915,1589.40170230253,952.839449541284
"nectpu",0.203818677383272,"Damburneya umbrosa",88,0.000129036171938727,0.000423649256928832,7749.7649300605,2360.44318181818
"nects1",0.0126676869774374,"Nectandra fuzzy",1,8.01982357982244e-06,4.814196101464e-06,124691.022196044,207719
"neeaam",0.0110788264928844,"Neea amplifolia",54,7.01392717570682e-06,0.000259966589479056,142573.479157805,3846.64814814815
"ochrpy",0.762545433037073,"Ochroma pyramidale",7,0.000482762153457768,3.3699372710248e-05,2071.4134130804,29674.1428571429
"ocotce",1.2162738790226,"Ocotea cernua",341,0.00077001444319559,0.00164164087059922,1298.67693890255,609.146627565982
"ocotob",3.60778772462292,"Ocotea oblonga",288,0.00228406504805962,0.00138648847722163,437.815902331472,721.246527777778
"ocotpu",2.58933051021892,"Ocotea puberula",166,0.00163928694471168,0.000799156552843024,610.021328618513,1251.31927710843
"ocotwh",21.9601127813037,"Ocotea whitei",391,0.0139027930365459,0.00188235067567242,71.9279929846708,531.250639386189
"oenoma",48.1992962390789,"Oenocarpus mapora",1788,0.0305146356392844,0.00860778262941763,32.7711597746428,116.173937360179
"olmeas",0.807456856214629,"Trophis caucana",124,0.00051119525977341,0.000596960316581536,1956.19967298456,1675.15322580645
"ormoam",0.0113097335529233,"Ormosia amazonica",1,7.1601128122911e-06,4.814196101464e-06,139662.603958333,207719
"ormocr",1.06309453362254,"Ormosia coccinea",113,0.000673037676373897,0.000544004159465432,1485.80092185577,1838.22123893805
"ormoma",0.8943988621064,"Ormosia macrocalyx",109,0.000566237632557785,0.000524747375059576,1766.04298708096,1905.67889908257
"ouralu",0.556162430650308,"Ouratea lucens",1200,0.000352102525384866,0.0057770353217568,2840.08187361607,173.099166666667
"paligu",0.618914958507601,"Palicourea guianensis",1321,0.000391830709661897,0.00635955305003394,2552.12257574931,157.243754731264
"pentma",0.26153994460584,"Pentagonia macrophylla",313,0.000165579100474401,0.00150684337975823,6039.40954585995,663.638977635783
"perexa",0.952580372652719,"Perebea xanthochyma",221,0.000603071937906515,0.00106393733842354,1658.17697217245,939.904977375566
"phoeci",1.49811322455961,"Cinnamomum triplinerve",71,0.00094844495170794,0.000341807923203944,1054.35744921117,2925.61971830986
"picrla",1.32069963342976,"Picramnia latifolia",1133,0.000836125654265688,0.00545448418295871,1195.9924861751,183.335392762577
"pipea1",0.0832498491256393,"Piper subnudispicum",24,5.27048942891958e-05,0.000115540706435136,18973.5699783956,8654.95833333333
"pipeae",0.0212049650135677,"Piper cabagranum",32,1.34247142929894e-05,0.000154054275246848,74489.4809807771,6491.21875
"pipeca",0.00158257729924586,"Piper paulowniifolium",2,1.00191856366434e-06,9.62839220292799e-06,998085.110173697,103859.5
"pipeco",0.0201156177609354,"Piper cordulatum",68,1.273505620475e-05,0.000327365334899552,78523.4068795877,3054.69117647059
"pipecu",0.0695854918788505,"Piper culebranum",8,4.40540857677902e-05,3.8513568811712e-05,22699.3701621914,25964.875
"pipeim",0.000517577389678918,"Piper albopunctulatissimum",4,3.276746071736e-07,1.9256784405856e-05,3051808.03793627,51929.75
"pipelo",0.00119459060652752,"Piper longispicum",1,7.56286915798247e-07,4.814196101464e-06,1322249.50493097,207719
"pipepe",0.00195328523236945,"Piper playablancanum",12,1.23661115028944e-06,5.7770353217568e-05,808661.639324487,17309.9166666667
"pipere",0.548318659192458,"Piper reticulatum",135,0.000347136688811508,0.00064991647369764,2880.70962312771,1538.65925925926
"pit1ma",0.92857781938113,"Abarema macradenia",43,0.000587876090152597,0.000207010432362952,1701.03873375838,4830.67441860465
